species,gene_id,gene_symbol,biotype,overlap_count,analyses
human,ENSG00000059573,ALDH18A1,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000059915,PSD,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000060069,CTDP1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000060491,OGFR,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000060558,GNA15,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000060656,PTPRU,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000060982,BCAT1,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000061273,HDAC7,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000061938,TNK2,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000062485,CS,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000062598,ELMO2,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000062822,POLD1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000063176,SPHK2,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000063660,GPC1,protein_coding,4,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000064115,TM7SF3,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000064199,SPA17,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000064545,TMEM161A,protein_coding,3,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated); GWAS | human | Closest genes
human,ENSG00000064547,LPAR2,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000064607,SUGP2,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000064655,EYA2,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000064666,CNN2,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000064932,SBNO2,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000065000,AP3D1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000065135,GNAI3,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000065268,WDR18,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000065320,NTN1,protein_coding,3,MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000065413,ANKRD44,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000065534,MYLK,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000065600,PACC1,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000065717,TLE2,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000065833,ME1,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000065882,TBC1D1,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000065911,MTHFD2,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000066294,CD84,protein_coding,4,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated)
human,ENSG00000066322,ELOVL1,protein_coding,4,MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000066336,SPI1,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000066468,FGFR2,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000066629,EML1,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000066933,MYO9A,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000067057,PFKP,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000067064,IDI1,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000067082,KLF6,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000067113,PLPP1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000067221,STOML1,protein_coding,3,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000067225,PKM,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000067369,TP53BP1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000067533,RRP15,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000067606,PRKCZ,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000067836,ROGDI,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000068028,RASSF1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000068137,PLEKHH3,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000068366,ACSL4,protein_coding,3,MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000068654,POLR1A,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000069424,KCNAB2,protein_coding,3,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000069431,ABCC9,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000069493,CLEC2D,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000069849,ATP1B3,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000070047,PHRF1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000070081,NUCB2,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000070087,PFN2,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000070190,DAPP1,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000070366,SMG6,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000070404,FSTL3,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000070413,DGCR2,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000070423,RNF126,protein_coding,3,MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000070614,NDST1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000070669,ASNS,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000070718,AP3M2,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000070882,OSBPL3,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000070950,RAD18,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000071054,MAP4K4,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000071127,WDR1,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000071205,ARHGAP10,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000071282,LMCD1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000071575,TRIB2,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000071655,MBD3,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000071794,HLTF,protein_coding,3,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000071894,CPSF1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000072071,ADGRL1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000072163,LIMS2,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000072201,LNX1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000072310,SREBF1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000072518,MARK2,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000072571,HMMR,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000072657,TRHDE,protein_coding,3,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); GWAS | human | Closest genes
human,ENSG00000072682,P4HA2,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000072694,FCGR2B,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000072736,NFATC3,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000072786,STK10,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000072818,ACAP1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000072832,CRMP1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000072840,EVC,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000072954,TMEM38A,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000072958,AP1M1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000073008,PVR,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000073060,SCARB1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000073111,MCM2,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000073150,PANX2,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000073169,SELENOO,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000073331,ALPK1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000073350,LLGL2,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000073536,NLE1,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000073670,ADAM11,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000073737,DHRS9,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated)
human,ENSG00000073754,CD5L,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000073792,IGF2BP2,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000073803,MAP3K13,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000074071,MRPS34,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000074276,CDHR2,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000074370,ATP2A3,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000074410,CA12,protein_coding,1,Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000074416,MGLL,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000074800,ENO1,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000074855,ANO8,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000075151,EIF4G3,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000075218,GTSE1,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000075275,CELSR1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000075420,FNDC3B,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000075618,FSCN1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
